"Country or Area","Year","Value"
"Estonia","2007","727.812316217301"
"Estonia","2006","661.937413485704"
"Estonia","2005","676.607037340811"
"Estonia","2004","675.282589242012"
"Estonia","2003","634.924441006731"
"Estonia","2002","606.546800275774"
"Estonia","2001","632.510780680643"
"Estonia","2000","630.150403503797"
"Estonia","1999","611.852226830423"
"Estonia","1998","700.46406644382"
"Estonia","1997","685.065439324401"
"Estonia","1996","677.645373098532"
"Estonia","1995","716.252519603283"
"Estonia","1994","788.77684889534"
"Estonia","1993","878.204611535478"
"Estonia","1992","1135.28348590666"
"Estonia","1991","1375.21292267859"
"Estonia","1990","1423.91805836078"
"European Union","2015","235991.546655552"
"European Union","2014","235046.561617196"
"European Union","2013","232685.170433979"
"European Union","2012","232257.355941073"
"European Union","2011","235068.246475757"
"European Union","2010","239234.139229101"
"European Union","2009","249509.895578268"
"European Union","2008","264704.438158091"
"European Union","2007","275192.849235277"
"European Union","2006","274639.055399724"
"European Union","2005","284911.597913935"
"European Union","2004","292603.486413086"
"European Union","2003","287860.839025041"
"European Union","2002","290704.835891762"
"European Union","2001","301646.461121886"
"European Union","2000","305219.754070628"
"European Union","1999","307253.340517399"
"European Union","1998","327838.164747557"
"European Union","1997","349840.684210066"
"European Union","1996","352836.680852591"
"European Union","1995","347617.673235609"
"European Union","1994","344641.406081796"
"European Union","1993","342412.64390488"
"European Union","1992","352211.339445014"
"European Union","1991","366386.899215123"
"European Union","1990","384989.376893769"
"Finland","2015","4659.04937571537"
"Finland","2014","4652.52230854805"
"Finland","2013","4609.47872979216"
"Finland","2012","4553.35071337669"
"Finland","2011","4575.11687208984"
"Finland","2010","4696.47060125544"
"Finland","2009","5106.25605832829"
"Finland","2008","5942.31131340719"
"Finland","2007","5827.71752080522"
"Finland","2006","5759.44974548564"
"Finland","2005","5955.59609912806"
"Finland","2004","5886.50812403807"
"Finland","2003","5828.6863422478"
"Finland","2002","5716.42645865613"
"Finland","2001","5618.93726361027"
"Finland","2000","5659.89056971364"
"Finland","1999","5620.09171364951"
"Finland","1998","5728.73501442822"
