,median,mean,variance,max,min,year
3009,,,,,,1988
3010,,,,,,1988
3011,,,,,,1988
3012,,,,,,1988
3013,,,,,,1988
3014,,,,,,1988
3015,,,,,,1988
3016,,,,,,1988
3017,,,,,,1988
3018,,,,,,1988
3019,,,,,,1988
3020,,,,,,1988
3021,,,,,,1988
3022,,,,,,1988
3023,,,,,,1988
3024,,,,,,1988
3025,,,,,,1988
3026,,,,,,1988
3027,,,,,,1988
3028,,,,,,1988
3029,,,,,,1988
3030,,,,,,1988
3031,,,,,,1988
3032,,,,,,1988
3033,,,,,,1988
3034,,,,,,1988
3035,,,,,,1988
3036,,,,,,1988
3037,,,,,,1988
3038,,,,,,1988
3039,,,,,,1988
3040,,,,,,1988
3041,,,,,,1988
3042,,,,,,1988
3043,,,,,,1988
3044,,,,,,1988
3045,,,,,,1988
3046,,,,,,1988
3047,,,,,,1988
3048,,,,,,1988
3049,,,,,,1988
3050,,,,,,1988
3051,,,,,,1988
3052,,,,,,1988
3053,,,,,,1988
3054,,,,,,1988
3055,,,,,,1988
3056,,,,,,1988
3057,,,,,,1988
3058,,,,,,1988
3059,,,,,,1988
3060,,,,,,1989
3061,,,,,,1989
3062,,,,,,1989
3063,,,,,,1989
3064,,,,,,1989
3065,,,,,,1989
3066,,,,,,1989
3067,,,,,,1989
3068,,,,,,1989
3069,,,,,,1989
3070,,,,,,1989
3071,,,,,,1989
3072,,,,,,1989
3073,,,,,,1989
3074,,,,,,1989
3075,,,,,,1989
3076,,,,,,1989
3077,,,,,,1989
3078,,,,,,1989
3079,,,,,,1989
3080,,,,,,1989
3081,,,,,,1989
3082,,,,,,1989
3083,,,,,,1989
3084,,,,,,1989
3085,,,,,,1989
3086,,,,,,1989
3087,,,,,,1989
3088,,,,,,1989
3089,,,,,,1989
3090,,,,,,1989
3091,,,,,,1989
3092,,,,,,1989
3093,,,,,,1989
3094,,,,,,1989
3095,,,,,,1989
3096,,,,,,1989
3097,,,,,,1989
3098,,,,,,1989
3099,,,,,,1989
3100,,,,,,1989
3101,,,,,,1989
3102,,,,,,1989
3103,,,,,,1989
3104,,,,,,1989
3105,,,,,,1989
3106,,,,,,1989
3107,,,,,,1989
3108,,,,,,1989
3109,,,,,,1989
3110,,,,,,1989
3111,,,,,,1989
3112,,,,,,1989
3113,,,,,,1989
3114,,,,,,1989
3115,,,,,,1989
3116,,,,,,1989
3117,,,,,,1989
3118,,,,,,1989
3119,,,,,,1989
3120,,,,,,1989
3121,,,,,,1989
3122,,,,,,1989
3123,,,,,,1989
3124,,,,,,1989
3125,,,,,,1989
3126,,,,,,1989
3127,,,,,,1989
3128,,,,,,1989
3129,,,,,,1989
3130,,,,,,1989
3131,,,,,,1989
3132,,,,,,1989
3133,,,,,,1989
3134,,,,,,1989
3135,,,,,,1989
3136,,,,,,1989
3137,,,,,,1989
3138,,,,,,1989
3139,,,,,,1989
3140,,,,,,1989
3141,,,,,,1989
3142,,,,,,1989
3143,,,,,,1989
3144,,,,,,1989
3145,,,,,,1989
3146,,,,,,1989
3147,,,,,,1989
3148,,,,,,1989
3149,,,,,,1989
3150,,,,,,1990
3151,,,,,,1990
3152,,,,,,1990
3153,,,,,,1990
3154,,,,,,1990
3155,,,,,,1990
3156,,,,,,1990
3157,,,,,,1990
3158,,,,,,1990
3159,,,,,,1990
3160,,,,,,1990
3161,,,,,,1990
3162,,,,,,1990
3163,,,,,,1990
3164,,,,,,1990
3165,,,,,,1990
3166,,,,,,1990
3167,,,,,,1990
3168,,,,,,1990
3169,,,,,,1990
3170,,,,,,1990
3171,,,,,,1990
3172,,,,,,1990
3173,,,,,,1990
3174,,,,,,1990
3175,,,,,,1990
3176,,,,,,1990
3177,,,,,,1990
3178,,,,,,1990
3179,,,,,,1990
3180,,,,,,1990
3181,,,,,,1990
3182,,,,,,1990
3183,,,,,,1990
3184,,,,,,1990
3185,,,,,,1990
3186,,,,,,1990
3187,,,,,,1990
3188,,,,,,1990
3189,,,,,,1990
3190,,,,,,1990
3191,,,,,,1990
3192,,,,,,1990
3193,,,,,,1990
3194,,,,,,1990
3195,,,,,,1990
3196,,,,,,1990
3197,,,,,,1990
3198,,,,,,1990
3199,,,,,,1990
3200,,,,,,1990
3201,,,,,,1990
3202,,,,,,1990
3203,,,,,,1990
3204,,,,,,1990
3205,,,,,,1990
3206,,,,,,1990
3207,,,,,,1990
3208,,,,,,1990
3209,,,,,,1990
3210,,,,,,1990
3211,,,,,,1990
3212,,,,,,1990
3213,,,,,,1990
3214,,,,,,1990
3215,,,,,,1990
3216,,,,,,1990
3217,,,,,,1990
3218,,,,,,1990
3219,,,,,,1990
3220,,,,,,1990
3221,,,,,,1990
3222,,,,,,1990
3223,,,,,,1990
3224,,,,,,1990
3225,,,,,,1990
3226,,,,,,1990
3227,,,,,,1990
3228,,,,,,1990
3229,,,,,,1990
3230,,,,,,1990
3231,,,,,,1990
3232,,,,,,1990
3233,,,,,,1990
3234,,,,,,1990
3235,,,,,,1990
3236,,,,,,1990
3237,,,,,,1990
3238,,,,,,1990
3239,,,,,,1990
3240,,,,,,1991
3241,,,,,,1991
3242,,,,,,1991
3243,,,,,,1991
3244,,,,,,1991
3245,,,,,,1991
3246,,,,,,1991
3247,,,,,,1991
3248,,,,,,1991
3249,,,,,,1991
3250,,,,,,1991
3251,,,,,,1991
3252,,,,,,1991
3253,,,,,,1991
3254,,,,,,1991
3255,,,,,,1991
3256,,,,,,1991
3257,,,,,,1991
3258,,,,,,1991
3259,,,,,,1991
3260,,,,,,1991
3261,,,,,,1991
3262,,,,,,1991
3263,,,,,,1991
3264,,,,,,1991
3265,,,,,,1991
3266,,,,,,1991
3267,,,,,,1991
3268,,,,,,1991
3269,,,,,,1991
3270,,,,,,1991
3271,,,,,,1991
3272,,,,,,1991
3273,,,,,,1991
3274,,,,,,1991
3275,,,,,,1991
3276,,,,,,1991
3277,,,,,,1991
3278,,,,,,1991
3279,,,,,,1991
3280,,,,,,1991
3281,,,,,,1991
3282,,,,,,1991
3283,,,,,,1991
3284,,,,,,1991
3285,,,,,,1991
3286,,,,,,1991
3287,,,,,,1991
3288,,,,,,1991
3289,,,,,,1991
3290,,,,,,1991
3291,,,,,,1991
3292,,,,,,1991
3293,,,,,,1991
3294,,,,,,1991
3295,,,,,,1991
3296,,,,,,1991
3297,,,,,,1991
3298,,,,,,1991
3299,,,,,,1991
3300,,,,,,1991
3301,,,,,,1991
3302,,,,,,1991
3303,,,,,,1991
3304,,,,,,1991
3305,,,,,,1991
3306,,,,,,1991
3307,,,,,,1991
3308,,,,,,1991
3309,,,,,,1991
3310,,,,,,1991
3311,,,,,,1991
3312,,,,,,1991
3313,,,,,,1991
3314,,,,,,1991
3315,,,,,,1991
3316,,,,,,1991
3317,,,,,,1991
3318,,,,,,1991
3319,,,,,,1991
3320,,,,,,1991
3321,,,,,,1991
3322,,,,,,1991
3323,,,,,,1991
3324,,,,,,1991
3325,,,,,,1991
3326,,,,,,1991
3327,,,,,,1991
3328,,,,,,1991
3329,,,,,,1991
3330,,,,,,1992
3331,,,,,,1992
3332,,,,,,1992
3333,,,,,,1992
3334,,,,,,1992
3335,,,,,,1992
3336,,,,,,1992
3337,,,,,,1992
3338,,,,,,1992
3339,,,,,,1992
3340,,,,,,1992
3341,,,,,,1992
3342,,,,,,1992
3343,,,,,,1992
3344,,,,,,1992
3345,,,,,,1992
3346,,,,,,1992
3347,,,,,,1992
3348,,,,,,1992
3349,,,,,,1992
3350,,,,,,1992
3351,,,,,,1992
3352,,,,,,1992
3353,,,,,,1992
3354,,,,,,1992
3355,,,,,,1992
3356,,,,,,1992
3357,,,,,,1992
3358,,,,,,1992
3359,,,,,,1992
3360,,,,,,1992
3361,,,,,,1992
3362,,,,,,1992
3363,,,,,,1992
3364,,,,,,1992
3365,,,,,,1992
3366,,,,,,1992
3367,,,,,,1992
3368,,,,,,1992
3369,,,,,,1992
3370,,,,,,1992
3371,,,,,,1992
3372,,,,,,1992
3373,,,,,,1992
3374,,,,,,1992
3375,,,,,,1992
3376,,,,,,1992
3377,,,,,,1992
3378,,,,,,1992
3379,,,,,,1992
3380,,,,,,1992
3381,,,,,,1992
3382,,,,,,1992
3383,,,,,,1992
3384,,,,,,1992
3385,,,,,,1992
3386,,,,,,1992
3387,,,,,,1992
3388,,,,,,1992
3389,,,,,,1992
3390,,,,,,1992
3391,,,,,,1992
3392,,,,,,1992
3393,,,,,,1992
3394,,,,,,1992
3395,,,,,,1992
3396,,,,,,1992
3397,,,,,,1992
3398,,,,,,1992
3399,,,,,,1992
3400,,,,,,1992
3401,,,,,,1992
3402,,,,,,1992
3403,,,,,,1992
3404,,,,,,1992
3405,,,,,,1992
3406,,,,,,1992
3407,,,,,,1992
3408,,,,,,1992
3409,,,,,,1992
3410,,,,,,1992
3411,,,,,,1992
3412,,,,,,1992
3413,,,,,,1992
3414,,,,,,1992
3415,,,,,,1992
3416,,,,,,1992
3417,,,,,,1992
3418,,,,,,1992
3419,,,,,,1992
3420,,,,,,1993
3421,,,,,,1993
3422,,,,,,1993
3423,,,,,,1993
3424,,,,,,1993
3425,,,,,,1993
3426,,,,,,1993
3427,,,,,,1993
3428,,,,,,1993
3429,,,,,,1993
3430,,,,,,1993
3431,,,,,,1993
3432,,,,,,1993
3433,,,,,,1993
3434,,,,,,1993
3435,,,,,,1993
3436,,,,,,1993
3437,,,,,,1993
3438,,,,,,1993
3439,,,,,,1993
3440,,,,,,1993
3441,,,,,,1993
3442,,,,,,1993
3443,,,,,,1993
3444,,,,,,1993
3445,,,,,,1993
3446,,,,,,1993
3447,,,,,,1993
3448,,,,,,1993
3449,,,,,,1993
3450,,,,,,1993
3451,,,,,,1993
3452,,,,,,1993
3453,,,,,,1993
3454,,,,,,1993
3455,,,,,,1993
3456,,,,,,1993
3457,,,,,,1993
3458,,,,,,1993
3459,,,,,,1993
3460,,,,,,1993
3461,,,,,,1993
3462,,,,,,1993
3463,,,,,,1993
3464,,,,,,1993
3465,,,,,,1993
3466,,,,,,1993
3467,,,,,,1993
3468,,,,,,1993
3469,,,,,,1993
3470,,,,,,1993
3471,,,,,,1993
3472,,,,,,1993
3473,,,,,,1993
3474,,,,,,1993
3475,,,,,,1993
3476,,,,,,1993
3477,,,,,,1993
3478,,,,,,1993
3479,,,,,,1993
3480,,,,,,1993
3481,,,,,,1993
3482,,,,,,1993
3483,,,,,,1993
3484,,,,,,1993
3485,,,,,,1993
3486,,,,,,1993
3487,,,,,,1993
3488,,,,,,1993
3489,,,,,,1993
3490,,,,,,1993
3491,,,,,,1993
3492,,,,,,1993
3493,,,,,,1993
3494,,,,,,1993
3495,,,,,,1993
3496,,,,,,1993
3497,,,,,,1993
3498,,,,,,1993
3499,,,,,,1993
3500,,,,,,1993
3501,,,,,,1993
3502,,,,,,1993
3503,,,,,,1993
3504,,,,,,1993
3505,,,,,,1993
3506,,,,,,1993
3507,,,,,,1993
3508,,,,,,1993
3509,,,,,,1993
3510,,,,,,1994
3511,,,,,,1994
3512,,,,,,1994
3513,,,,,,1994
3514,,,,,,1994
3515,,,,,,1994
3516,,,,,,1994
3517,,,,,,1994
3518,,,,,,1994
3519,,,,,,1994
3520,,,,,,1994
3521,,,,,,1994
3522,,,,,,1994
3523,,,,,,1994
3524,,,,,,1994
3525,,,,,,1994
3526,,,,,,1994
3527,,,,,,1994
3528,,,,,,1994
3529,,,,,,1994
3530,,,,,,1994
3531,,,,,,1994
3532,,,,,,1994
3533,,,,,,1994
3534,,,,,,1994
3535,,,,,,1994
3536,,,,,,1994
3537,,,,,,1994
3538,,,,,,1994
3539,,,,,,1994
3540,,,,,,1994
3541,,,,,,1994
3542,,,,,,1994
3543,,,,,,1994
3544,,,,,,1994
3545,,,,,,1994
3546,,,,,,1994
3547,,,,,,1994
3548,,,,,,1994
3549,,,,,,1994
3550,,,,,,1994
3551,,,,,,1994
3552,,,,,,1994
3553,,,,,,1994
3554,,,,,,1994
3555,,,,,,1994
3556,,,,,,1994
3557,,,,,,1994
3558,,,,,,1994
3559,,,,,,1994
3560,,,,,,1994
3561,,,,,,1994
3562,,,,,,1994
3563,,,,,,1994
3564,,,,,,1994
3565,,,,,,1994
3566,,,,,,1994
3567,,,,,,1994
3568,,,,,,1994
3569,,,,,,1994
3570,,,,,,1994
3571,,,,,,1994
3572,,,,,,1994
3573,,,,,,1994
3574,,,,,,1994
3575,,,,,,1994
3576,,,,,,1994
3577,,,,,,1994
3578,,,,,,1994
3579,,,,,,1994
3580,,,,,,1994
3581,,,,,,1994
3582,,,,,,1994
3583,,,,,,1994
3584,,,,,,1994
3585,,,,,,1994
3586,,,,,,1994
3587,,,,,,1994
3588,,,,,,1994
3589,,,,,,1994
3590,,,,,,1994
3591,,,,,,1994
3592,,,,,,1994
3593,,,,,,1994
3594,,,,,,1994
3595,,,,,,1994
3596,,,,,,1994
3597,,,,,,1994
3598,,,,,,1994
3599,,,,,,1994
3600,,,,,,1995
3601,,,,,,1995
3602,,,,,,1995
3603,,,,,,1995
3604,,,,,,1995
3605,,,,,,1995
3606,,,,,,1995
3607,,,,,,1995
3608,,,,,,1995
3609,,,,,,1995
3610,,,,,,1995
3611,,,,,,1995
3612,,,,,,1995
3613,,,,,,1995
3614,,,,,,1995
3615,,,,,,1995
3616,,,,,,1995
3617,,,,,,1995
3618,,,,,,1995
3619,,,,,,1995
3620,,,,,,1995
3621,,,,,,1995
3622,,,,,,1995
3623,,,,,,1995
3624,,,,,,1995
3625,,,,,,1995
3626,,,,,,1995
3627,,,,,,1995
3628,,,,,,1995
3629,,,,,,1995
3630,,,,,,1995
3631,,,,,,1995
3632,,,,,,1995
3633,,,,,,1995
3634,,,,,,1995
3635,,,,,,1995
3636,,,,,,1995
3637,,,,,,1995
3638,,,,,,1995
3639,,,,,,1995
3640,,,,,,1995
3641,,,,,,1995
3642,,,,,,1995
3643,,,,,,1995
3644,,,,,,1995
3645,,,,,,1995
3646,,,,,,1995
3647,,,,,,1995
3648,,,,,,1995
3649,,,,,,1995
3650,,,,,,1995
3651,,,,,,1995
3652,,,,,,1995
3653,,,,,,1995
3654,,,,,,1995
3655,,,,,,1995
3656,,,,,,1995
3657,,,,,,1995
3658,,,,,,1995
3659,,,,,,1995
3660,,,,,,1995
3661,,,,,,1995
3662,,,,,,1995
3663,,,,,,1995
3664,,,,,,1995
3665,,,,,,1995
3666,,,,,,1995
3667,,,,,,1995
3668,,,,,,1995
3669,,,,,,1995
3670,,,,,,1995
3671,,,,,,1995
3672,,,,,,1995
3673,,,,,,1995
3674,,,,,,1995
3675,,,,,,1995
3676,,,,,,1995
3677,,,,,,1995
3678,,,,,,1995
3679,,,,,,1995
3680,,,,,,1995
3681,,,,,,1995
3682,,,,,,1995
3683,,,,,,1995
3684,,,,,,1995
3685,,,,,,1995
3686,,,,,,1995
3687,,,,,,1995
3688,,,,,,1995
3689,,,,,,1995
3690,,,,,,1996
3691,,,,,,1996
3692,,,,,,1996
3693,,,,,,1996
3694,,,,,,1996
3695,,,,,,1996
3696,,,,,,1996
3697,,,,,,1996
3698,,,,,,1996
3699,,,,,,1996
3700,,,,,,1996
3701,,,,,,1996
3702,,,,,,1996
3703,,,,,,1996
3704,,,,,,1996
3705,,,,,,1996
3706,,,,,,1996
3707,,,,,,1996
3708,,,,,,1996
3709,,,,,,1996
3710,,,,,,1996
3711,,,,,,1996
3712,,,,,,1996
3713,,,,,,1996
3714,,,,,,1996
3715,,,,,,1996
3716,,,,,,1996
3717,,,,,,1996
3718,,,,,,1996
3719,,,,,,1996
3720,,,,,,1996
3721,,,,,,1996
3722,,,,,,1996
3723,,,,,,1996
3724,,,,,,1996
3725,,,,,,1996
3726,,,,,,1996
3727,,,,,,1996
3728,,,,,,1996
3729,,,,,,1996
3730,,,,,,1996
3731,,,,,,1996
3732,,,,,,1996
3733,,,,,,1996
3734,,,,,,1996
3735,,,,,,1996
3736,,,,,,1996
3737,,,,,,1996
3738,,,,,,1996
3739,,,,,,1996
3740,,,,,,1996
3741,,,,,,1996
3742,,,,,,1996
3743,,,,,,1996
3744,,,,,,1996
3745,,,,,,1996
3746,,,,,,1996
3747,,,,,,1996
3748,,,,,,1996
3749,,,,,,1996
3750,,,,,,1996
3751,,,,,,1996
3752,,,,,,1996
3753,,,,,,1996
3754,,,,,,1996
3755,,,,,,1996
3756,,,,,,1996
3757,,,,,,1996
3758,,,,,,1996
3759,,,,,,1996
3760,,,,,,1996
3761,,,,,,1996
3762,,,,,,1996
3763,,,,,,1996
3764,,,,,,1996
3765,,,,,,1996
3766,,,,,,1996
3767,,,,,,1996
3768,,,,,,1996
3769,,,,,,1996
3770,,,,,,1996
3771,,,,,,1996
3772,,,,,,1996
3773,,,,,,1996
3774,,,,,,1996
3775,,,,,,1996
3776,,,,,,1996
3777,,,,,,1996
3778,,,,,,1996
3779,,,,,,1996
3780,,,,,,1997
3781,,,,,,1997
3782,,,,,,1997
3783,,,,,,1997
3784,,,,,,1997
3785,,,,,,1997
3786,,,,,,1997
3787,,,,,,1997
3788,,,,,,1997
3789,,,,,,1997
3790,,,,,,1997
3791,,,,,,1997
3792,,,,,,1997
3793,,,,,,1997
3794,,,,,,1997
3795,,,,,,1997
3796,,,,,,1997
3797,,,,,,1997
3798,,,,,,1997
3799,,,,,,1997
3800,,,,,,1997
3801,,,,,,1997
3802,,,,,,1997
3803,,,,,,1997
3804,,,,,,1997
3805,,,,,,1997
3806,,,,,,1997
3807,,,,,,1997
3808,,,,,,1997
3809,,,,,,1997
3810,,,,,,1997
3811,,,,,,1997
3812,,,,,,1997
3813,,,,,,1997
3814,,,,,,1997
3815,,,,,,1997
3816,,,,,,1997
3817,,,,,,1997
3818,,,,,,1997
3819,,,,,,1997
3820,,,,,,1997
3821,,,,,,1997
3822,,,,,,1997
3823,,,,,,1997
3824,,,,,,1997
3825,,,,,,1997
3826,,,,,,1997
3827,,,,,,1997
3828,,,,,,1997
3829,,,,,,1997
3830,,,,,,1997
3831,,,,,,1997
3832,,,,,,1997
3833,,,,,,1997
3834,,,,,,1997
3835,,,,,,1997
3836,,,,,,1997
3837,,,,,,1997
3838,,,,,,1997
3839,,,,,,1997
3840,,,,,,1997
3841,,,,,,1997
3842,,,,,,1997
3843,,,,,,1997
3844,,,,,,1997
3845,,,,,,1997
3846,,,,,,1997
3847,,,,,,1997
3848,,,,,,1997
3849,,,,,,1997
3850,,,,,,1997
3851,,,,,,1997
3852,,,,,,1997
3853,,,,,,1997
3854,,,,,,1997
3855,,,,,,1997
3856,,,,,,1997
3857,,,,,,1997
3858,,,,,,1997
3859,,,,,,1997
3860,,,,,,1997
3861,,,,,,1997
3862,,,,,,1997
3863,,,,,,1997
3864,,,,,,1997
3865,,,,,,1997
3866,,,,,,1997
3867,,,,,,1997
3868,,,,,,1997
3869,,,,,,1997
3870,,,,,,1998
3871,,,,,,1998
3872,,,,,,1998
3873,,,,,,1998
3874,,,,,,1998
3875,,,,,,1998
3876,,,,,,1998
3877,,,,,,1998
3878,,,,,,1998
3879,,,,,,1998
3880,,,,,,1998
3881,,,,,,1998
3882,,,,,,1998
3883,,,,,,1998
3884,,,,,,1998
3885,,,,,,1998
3886,,,,,,1998
3887,,,,,,1998
3888,,,,,,1998
3889,,,,,,1998
3890,,,,,,1998
3891,,,,,,1998
3892,,,,,,1998
3893,,,,,,1998
3894,,,,,,1998
3895,,,,,,1998
3896,,,,,,1998
3897,,,,,,1998
3898,,,,,,1998
3899,,,,,,1998
3900,,,,,,1998
3901,,,,,,1998
3902,,,,,,1998
3903,,,,,,1998
3904,,,,,,1998
3905,,,,,,1998
3906,,,,,,1998
3907,,,,,,1998
3908,,,,,,1998
3909,,,,,,1998
3910,,,,,,1998
3911,,,,,,1998
3912,,,,,,1998
3913,,,,,,1998
3914,,,,,,1998
3915,,,,,,1998
3916,,,,,,1998
3917,,,,,,1998
3918,,,,,,1998
3919,,,,,,1998
3920,,,,,,1998
3921,,,,,,1998
3922,,,,,,1998
3923,,,,,,1998
3924,,,,,,1998
3925,,,,,,1998
3926,,,,,,1998
3927,,,,,,1998
3928,,,,,,1998
3929,,,,,,1998
3930,,,,,,1998
3931,,,,,,1998
3932,,,,,,1998
3933,,,,,,1998
3934,,,,,,1998
3935,,,,,,1998
3936,,,,,,1998
3937,,,,,,1998
3938,,,,,,1998
3939,,,,,,1998
3940,,,,,,1998
3941,,,,,,1998
3942,,,,,,1998
3943,,,,,,1998
3944,,,,,,1998
3945,,,,,,1998
3946,,,,,,1998
3947,,,,,,1998
3948,,,,,,1998
3949,,,,,,1998
3950,,,,,,1998
3951,,,,,,1998
3952,,,,,,1998
3953,,,,,,1998
3954,,,,,,1998
3955,,,,,,1998
3956,,,,,,1998
3957,,,,,,1998
3958,,,,,,1998
3959,,,,,,1998
3960,,,,,,1999
3961,,,,,,1999
3962,,,,,,1999
3963,,,,,,1999
3964,,,,,,1999
3965,,,,,,1999
3966,,,,,,1999
3967,,,,,,1999
3968,,,,,,1999
3969,,,,,,1999
3970,,,,,,1999
3971,,,,,,1999
3972,,,,,,1999
3973,,,,,,1999
3974,,,,,,1999
3975,,,,,,1999
3976,,,,,,1999
3977,,,,,,1999
3978,,,,,,1999
3979,,,,,,1999
3980,,,,,,1999
3981,,,,,,1999
3982,,,,,,1999
3983,,,,,,1999
3984,,,,,,1999
3985,,,,,,1999
3986,,,,,,1999
3987,,,,,,1999
3988,,,,,,1999
3989,,,,,,1999
3990,,,,,,1999
3991,,,,,,1999
3992,,,,,,1999
3993,,,,,,1999
3994,,,,,,1999
3995,,,,,,1999
3996,,,,,,1999
3997,,,,,,1999
3998,,,,,,1999
3999,,,,,,1999
4000,,,,,,1999
4001,,,,,,1999
4002,,,,,,1999
4003,,,,,,1999
4004,,,,,,1999
4005,,,,,,1999
4006,,,,,,1999
4007,,,,,,1999
4008,,,,,,1999
4009,,,,,,1999
4010,,,,,,1999
4011,,,,,,1999
4012,,,,,,1999
4013,,,,,,1999
4014,,,,,,1999
4015,,,,,,1999
4016,,,,,,1999
4017,,,,,,1999
4018,,,,,,1999
4019,,,,,,1999
4020,,,,,,1999
4021,,,,,,1999
4022,,,,,,1999
4023,,,,,,1999
4024,,,,,,1999
4025,,,,,,1999
4026,,,,,,1999
4027,,,,,,1999
4028,,,,,,1999
4029,,,,,,1999
4030,,,,,,1999
4031,,,,,,1999
4032,,,,,,1999
4033,,,,,,1999
4034,,,,,,1999
4035,,,,,,1999
4036,,,,,,1999
4037,,,,,,1999
4038,,,,,,1999
4039,,,,,,1999
4040,,,,,,1999
4041,,,,,,1999
4042,,,,,,1999
4043,,,,,,1999
4044,,,,,,1999
4045,,,,,,1999
4046,,,,,,1999
4047,,,,,,1999
4048,,,,,,1999
4049,,,,,,1999
4050,,,,,,2000
4051,,,,,,2000
4052,,,,,,2000
4053,,,,,,2000
4054,,,,,,2000
4055,,,,,,2000
4056,,,,,,2000
4057,,,,,,2000
4058,,,,,,2000
4059,,,,,,2000
4060,,,,,,2000
4061,,,,,,2000
4062,,,,,,2000
4063,,,,,,2000
4064,,,,,,2000
4065,,,,,,2000
4066,,,,,,2000
4067,,,,,,2000
4068,,,,,,2000
4069,,,,,,2000
4070,,,,,,2000
4071,,,,,,2000
4072,,,,,,2000
4073,,,,,,2000
4074,,,,,,2000
4075,,,,,,2000
4076,,,,,,2000
4077,,,,,,2000
4078,,,,,,2000
4079,,,,,,2000
4080,,,,,,2000
4081,,,,,,2000
4082,,,,,,2000
4083,,,,,,2000
4084,,,,,,2000
4085,,,,,,2000
4086,,,,,,2000
4087,,,,,,2000
4088,,,,,,2000
4089,,,,,,2000
4090,,,,,,2000
4091,,,,,,2000
4092,,,,,,2000
4093,,,,,,2000
4094,,,,,,2000
4095,,,,,,2000
4096,,,,,,2000
4097,,,,,,2000
4098,,,,,,2000
4099,,,,,,2000
4100,,,,,,2000
4101,,,,,,2000
4102,,,,,,2000
4103,,,,,,2000
4104,,,,,,2000
4105,,,,,,2000
4106,,,,,,2000
4107,,,,,,2000
4108,,,,,,2000
4109,,,,,,2000
4110,,,,,,2000
4111,,,,,,2000
4112,,,,,,2000
4113,,,,,,2000
4114,,,,,,2000
4115,,,,,,2000
4116,,,,,,2000
4117,,,,,,2000
4118,,,,,,2000
4119,,,,,,2000
4120,,,,,,2000
4121,,,,,,2000
4122,,,,,,2000
4123,,,,,,2000
4124,,,,,,2000
4125,,,,,,2000
4126,,,,,,2000
4127,,,,,,2000
4128,,,,,,2000
4129,,,,,,2000
4130,,,,,,2000
4131,,,,,,2000
4132,,,,,,2000
4133,,,,,,2000
4134,,,,,,2000
4135,,,,,,2000
4136,,,,,,2000
4137,,,,,,2000
4138,,,,,,2000
4139,,,,,,2000
4140,,,,,,2001
4141,,,,,,2001
4142,,,,,,2001
4143,,,,,,2001
4144,,,,,,2001
4145,,,,,,2001
4146,,,,,,2001
4147,,,,,,2001
4148,,,,,,2001
4149,,,,,,2001
4150,,,,,,2001
4151,,,,,,2001
4152,,,,,,2001
4153,,,,,,2001
4154,,,,,,2001
4155,,,,,,2001
4156,,,,,,2001
4157,,,,,,2001
4158,,,,,,2001
4159,,,,,,2001
4160,,,,,,2001
4161,,,,,,2001
4162,,,,,,2001
4163,,,,,,2001
4164,,,,,,2001
4165,,,,,,2001
4166,,,,,,2001
4167,,,,,,2001
4168,,,,,,2001
4169,,,,,,2001
4170,,,,,,2001
4171,,,,,,2001
4172,,,,,,2001
4173,,,,,,2001
4174,,,,,,2001
4175,,,,,,2001
4176,,,,,,2001
4177,,,,,,2001
4178,,,,,,2001
4179,,,,,,2001
4180,,,,,,2001
4181,,,,,,2001
4182,,,,,,2001
4183,,,,,,2001
4184,,,,,,2001
4185,,,,,,2001
4186,,,,,,2001
4187,,,,,,2001
4188,,,,,,2001
4189,,,,,,2001
4190,,,,,,2001
4191,,,,,,2001
4192,,,,,,2001
4193,,,,,,2001
4194,,,,,,2001
4195,,,,,,2001
4196,,,,,,2001
4197,,,,,,2001
4198,,,,,,2001
4199,,,,,,2001
4200,,,,,,2001
4201,,,,,,2001
4202,,,,,,2001
4203,,,,,,2001
4204,,,,,,2001
4205,,,,,,2001
4206,,,,,,2001
4207,,,,,,2001
4208,,,,,,2001
4209,,,,,,2001
4210,,,,,,2001
4211,,,,,,2001
4212,,,,,,2001
4213,,,,,,2001
4214,,,,,,2001
4215,,,,,,2001
4216,,,,,,2001
4217,,,,,,2001
4218,,,,,,2001
4219,,,,,,2001
4220,,,,,,2001
4221,,,,,,2001
4222,,,,,,2001
4223,,,,,,2001
4224,,,,,,2001
4225,,,,,,2001
4226,,,,,,2001
4227,,,,,,2001
4228,,,,,,2001
4229,,,,,,2001
4230,,,,,,2002
4231,,,,,,2002
4232,,,,,,2002
4233,,,,,,2002
4234,,,,,,2002
4235,,,,,,2002
4236,,,,,,2002
4237,,,,,,2002
4238,,,,,,2002
4239,,,,,,2002
4240,,,,,,2002
4241,,,,,,2002
4242,,,,,,2002
4243,,,,,,2002
4244,,,,,,2002
4245,,,,,,2002
4246,,,,,,2002
4247,,,,,,2002
4248,,,,,,2002
4249,,,,,,2002
4250,,,,,,2002
4251,,,,,,2002
4252,,,,,,2002
4253,,,,,,2002
4254,,,,,,2002
4255,,,,,,2002
4256,,,,,,2002
4257,,,,,,2002
4258,,,,,,2002
4259,,,,,,2002
4260,,,,,,2002
4261,,,,,,2002
4262,,,,,,2002
4263,,,,,,2002
4264,,,,,,2002
4265,,,,,,2002
4266,,,,,,2002
4267,,,,,,2002
4268,,,,,,2002
4269,,,,,,2002
4270,,,,,,2002
4271,,,,,,2002
4272,,,,,,2002
4273,,,,,,2002
4274,,,,,,2002
4275,,,,,,2002
4276,,,,,,2002
4277,,,,,,2002
4278,,,,,,2002
4279,,,,,,2002
